Instructions,Title,Year,Rated,Released,Runtime,Genre,Director,Writers,Actors,Plot,Language,Country,Awards,Poster,imdbRating,imdbVotes,imdbID
,,,,,,,,,,,,,,,,,
delete everything in this object and make your own JSON object using different data.,The Graduate,1967,Approved,22-Dec-67,106 min,"['Comedy', 'Drama', 'Romance']",Mike Nichols,"['Calder Willingham (screenplay)', 'Buck Henry (screenplay)', 'Charles Webb (based on the novel by)']","['Anne Bancroft', 'Dustin Hoffman', 'Katharine Ross', 'William Daniels']","Ben has recently graduated college, with his parents now expecting great things from him. At his ""Homecoming"" party, Mrs. Robinson, the wife of his father's business partner, has Ben drive her home, which leads to an affair between the two. The affair eventually ends, but comes back to haunt him when he finds himself falling for Elaine, Mrs. Robinson's daughter.",English,USA,Won 1 Oscar. Another 22 wins & 13 nominations.,http://ia.media-imdb.com/images/M/MV5BMTQ0ODc4MDk4Nl5BMl5BanBnXkFtZTcwMTEzNzgzNA@@._V1_SX300.jpg,8.1,"183,131",tt0061722
